0	2.16493e-17
1	-2.34188e-17
2	2.16493e-17
3	0.0025
4	0.005
5	0.0075
6	0.01
7	0.0125
8	0.015
9	0.0175
10	0.02
11	0.02
12	0.02
13	0.02
14	0.02
15	0.02
16	0.02
17	0.02
18	0.02
19	0.02
20	0.02
21	0.02
22	0.02
23	0.02
24	0.02
25	0.02
26	0.02
27	0.02
28	0.02
29	0.02
30	0.02
31	0.0175
32	0.015
33	0.0125
34	0.01
35	0.0075
36	0.005
37	0.0025
38	-2.64545e-17
39	2.38698e-17
40	-2.57433e-17
41	2.09902e-17
42	-2.55872e-17
43	2.08687e-17
44	-2.5431e-17
45	2.07473e-17
46	-2.52749e-17
47	1.96024e-17
48	-2.48412e-17
49	1.94809e-17
50	-2.38524e-17
51	1.87697e-17
52	-2.28637e-17
53	1.77809e-17
54	-2.21524e-17
55	1.70697e-17
56	-2.11636e-17
57	1.60809e-17
58	-2.04524e-17
59	1.50921e-17
60	-1.94636e-17
61	1.43809e-17
62	-1.84748e-17
63	1.33921e-17
64	-1.77636e-17
65	1.26808e-17
66	-1.67748e-17
67	1.1692e-17
68	-1.60635e-17
69	1.09808e-17
70	-1.50747e-17
71	9.99201e-18
72	-1.43635e-17
73	9.28077e-18
74	-1.33747e-17
75	8.29198e-18
76	-1.26635e-17
77	7.30319e-18
78	-1.16747e-17
79	6.59195e-18
80	-1.06859e-17
81	5.60316e-18
82	-9.97466e-18
83	4.89192e-18
84	-8.98587e-18
85	3.90313e-18
86	-8.27463e-18
87	3.19189e-18
88	-7.28584e-18
89	2.2031e-18
90	-6.5746e-18
91	1.21431e-18
92	-5.58581e-18
93	5.0307e-19
94	-4.59702e-18
95	-4.85723e-19
96	-3.88578e-18
97	-1.19696e-18
98	-2.89699e-18
99	-2.18575e-18
